#Imis		 time stamp(ms)		 downlink link capacity(Mbps)
UE1		523		75.376
UE1		524		75.376
UE1		525		75.376
UE1		535		4.584
UE1		536		30.576
UE1		537		10.296
UE1		578		46.888
UE1		579		75.376
UE1		580		75.376
UE1		590		15.84
UE1		591		61.664
UE1		592		7.224
UE1		633		75.376
UE1		634		75.376
UE1		635		55.056
UE1		646		30.576
UE1		647		32.856
UE1		689		75.376
UE1		690		75.376
UE1		701		32.856
UE1		702		7.224
UE1		732		75.376
UE1		744		75.376
UE1		745		75.376
UE1		756		55.056
UE1		757		4.584
UE1		787		75.376
UE1		799		75.376
UE1		800		75.376
UE1		811		55.056
UE1		812		4.584
UE1		842		75.376
UE1		854		75.376
UE1		855		75.376
UE1		866		7.224
UE1		867		4.584
UE1		897		75.376
UE1		909		75.376
UE1		910		75.376
UE1		921		75.376
UE1		922		10.296
UE1		964		75.376
UE1		965		61.664
UE1		966		61.664
UE1		967		75.376
UE1		968		75.376
UE1		976		10.296
UE1		977		7.224
UE1		978		2.792
UE1		979		7.224
UE1		980		10.296
UE1		1019		75.376
UE1		1020		75.376
UE1		1021		55.056
UE1		1022		55.056
UE1		1023		75.376
UE1		1024		75.376
UE1		1031		46.888
UE1		1032		14.112
UE1		1035		14.112
UE1		1036		55.056
UE1		1074		75.376
UE1		1075		75.376
UE1		1076		75.376
UE1		1077		75.376
UE1		1078		75.376
UE1		1079		30.576
UE1		1080		61.664
UE1		1081		75.376
UE1		1086		7.224
UE1		1087		15.84
UE1		1088		15.84
UE1		1089		75.376
UE1		1090		14.112
UE1		1093		75.376
UE1		1129		75.376
UE1		1130		75.376
UE1		1131		75.376
UE1		1132		55.056
UE1		1133		75.376
UE1		1134		75.376
UE1		1135		75.376
UE1		1136		75.376
UE1		1137		75.376
UE1		1138		75.376
UE1		1139		75.376
UE1		1140		75.376
UE1		1141		75.376
UE1		1142		14.112
UE1		1143		14.112
UE1		1144		4.584
UE1		1145		4.584
UE1		1146		4.584
UE1		1147		61.664
UE1		1148		14.112
UE1		1150		55.056
UE1		1152		55.056
UE1		1168		46.888
UE1		1172		75.376
UE1		1184		75.376
UE1		1185		75.376
UE1		1186		75.376
UE1		1187		75.376
UE1		1188		75.376
UE1		1189		75.376
UE1		1190		75.376
UE1		1191		75.376
UE1		1192		75.376
UE1		1193		75.376
UE1		1194		75.376
UE1		1195		75.376
UE1		1196		75.376
UE1		1197		75.376
UE1		1198		75.376
UE1		1202		46.888
UE1		1203		10.296
UE1		1204		46.888
UE1		1205		10.296
UE1		1206		46.888
UE1		1207		2.792
UE1		1208		75.376
UE1		1209		2.792
UE1		1210		75.376
UE1		1239		55.056
UE1		1240		55.056
UE1		1241		75.376
UE1		1242		75.376
UE1		1243		75.376
UE1		1244		75.376
UE1		1245		75.376
UE1		1246		75.376
UE1		1247		75.376
UE1		1248		75.376
UE1		1249		75.376
UE1		1250		75.376
UE1		1251		75.376
UE1		1252		75.376
UE1		1253		75.376
UE1		1254		75.376
UE1		1255		75.376
UE1		1256		75.376
UE1		1257		75.376
UE1		1258		75.376
UE1		1259		75.376
UE1		1260		75.376
UE1		1261		7.224
UE1		1262		7.224
UE1		1263		7.224
