#AppRate	MeanTx_1	Goodput(MeanRx)_1	TcpDelay_1	ul pdcp delay		ul rlc delay		lostPkt_1  MeanTx_2	Goodput(MeanRx)_2	TcpDelay_2	dl pdcp delay		dl rlc delay		lostPkt_2		UlTx		UlRx	DlTx	DlRx
39810   1.28018	3.82623	85.8934	65.8766		1.58903		125	0.132947	0.129697	36.8336	16.8326		0.158194		0	7256472	6855372	13918965		13918965		0	0	0	0
40910   1.28018	3.82623	85.8934	65.8766		1.58903		125	0.132947	0.129697	36.8336	16.8326		0.158194		0	7256472	6855372	13918965		13918965		0	0	0	0
42010   1.28018	3.82623	85.8934	65.8766		1.58903		125	0.132947	0.129697	36.8336	16.8326		0.158194		0	7256472	6855372	13918965		13918965		0	0	0	0
43110   1.28018	3.82623	85.8934	65.8766		1.58903		125	0.132947	0.129697	36.8336	16.8326		0.158194		0	7256472	6855372	13918965		13918965		0	0	0	0
44210   1.28018	3.82623	85.8934	65.8766		1.58903		125	0.132947	0.129697	36.8336	16.8326		0.158194		0	7256472	6855372	13918965		13918965		0	0	0	0
45310   1.28018	3.82623	85.8934	65.8766		1.58903		125	0.132947	0.129697	36.8336	16.8326		0.158194		0	7256472	6855372	13918965		13918965		0	0	0	0
46410   1.28018	3.82623	85.8934	65.8766		1.58903		125	0.132947	0.129697	36.8336	16.8326		0.158194		0	7256472	6855372	13918965		13918965		0	0	0	0
47510   1.28018	3.82623	85.8934	65.8766		1.58903		125	0.132947	0.129697	36.8336	16.8326		0.158194		0	7256472	6855372	13918965		13918965		0	0	0	0
48610   1.28018	3.82623	85.8934	65.8766		1.58903		125	0.132947	0.129697	36.8336	16.8326		0.158194		0	7256472	6855372	13918965		13918965		0	0	0	0
49710   1.28018	3.82623	85.8934	65.8766		1.58903		125	0.132947	0.129697	36.8336	16.8326		0.158194		0	7256472	6855372	13918965		13918965		0	0	0	0
