% time	cellId	IMSI	frame	sframe	RNTI	mcs	size
1.695	1	1	170	6	1	2	573
1.696	1	1	170	7	1	2	573
1.697	1	1	170	8	1	2	573
1.698	1	1	170	9	1	2	573
1.699	1	1	170	10	1	2	573
1.7	1	1	171	1	1	2	573
1.701	1	1	171	2	1	4	903
1.702	1	1	171	3	1	4	903
1.703	1	1	171	4	1	4	903
1.704	1	1	171	5	1	4	903
1.705	1	1	171	6	1	4	903
1.706	1	1	171	7	1	4	903
1.707	1	1	171	8	1	4	903
1.708	1	1	171	9	1	4	903
1.709	1	1	171	10	1	4	903
1.71	1	1	172	1	1	4	903
1.711	1	1	172	2	1	4	903
1.712	1	1	172	3	1	4	903
1.713	1	1	172	4	1	4	903
1.714	1	1	172	5	1	4	903
1.715	1	1	172	6	1	4	903
1.716	1	1	172	7	1	4	903
1.717	1	1	172	8	1	4	903
1.718	1	1	172	9	1	4	903
1.719	1	1	172	10	1	4	903
1.72	1	1	173	1	1	2	573
1.721	1	1	173	2	1	2	573
1.722	1	1	173	3	1	2	573
1.723	1	1	173	4	1	2	573
1.724	1	1	173	5	1	0	349
1.725	1	1	173	6	1	0	349
1.801	1	1	181	2	1	6	1287
1.802	1	1	181	3	1	6	1287
1.803	1	1	181	4	1	6	1287
1.804	1	1	181	5	1	6	1287
1.805	1	1	181	6	1	6	1287
1.806	1	1	181	7	1	6	1287
1.807	1	1	181	8	1	6	1287
1.808	1	1	181	9	1	6	1287
1.809	1	1	181	10	1	4	903
1.81	1	1	182	1	1	4	903
1.811	1	1	182	2	1	4	903
1.812	1	1	182	3	1	4	903
1.813	1	1	182	4	1	4	903
1.814	1	1	182	5	1	4	903
1.815	1	1	182	6	1	4	903
1.816	1	1	182	7	1	2	573
1.817	1	1	182	8	1	2	573
1.818	1	1	182	9	1	2	573
1.819	1	1	182	10	1	2	573
1.82	1	1	183	1	1	2	573
1.821	1	1	183	2	1	0	349
1.822	1	1	183	3	1	0	349
1.823	1	1	183	4	1	0	349
1.824	1	1	183	5	1	0	349
1.921	1	1	193	2	1	2	573
1.922	1	1	193	3	1	2	573
1.923	1	1	193	4	1	2	573
1.924	1	1	193	5	1	2	573
1.925	1	1	193	6	1	2	573
1.926	1	1	193	7	1	2	573
1.927	1	1	193	8	1	2	573
1.928	1	1	193	9	1	4	903
1.929	1	1	193	10	1	4	903
1.93	1	1	194	1	1	4	903
1.931	1	1	194	2	1	4	903
1.932	1	1	194	3	1	4	903
1.933	1	1	194	4	1	4	903
1.934	1	1	194	5	1	4	903
1.935	1	1	194	6	1	4	903
1.936	1	1	194	7	1	4	903
1.937	1	1	194	8	1	4	903
1.938	1	1	194	9	1	4	903
1.939	1	1	194	10	1	4	903
1.94	1	1	195	1	1	4	903
1.941	1	1	195	2	1	4	903
1.942	1	1	195	3	1	4	903
1.943	1	1	195	4	1	4	903
1.944	1	1	195	5	1	4	903
1.945	1	1	195	6	1	4	903
1.946	1	1	195	7	1	4	903
1.947	1	1	195	8	1	4	903
1.948	1	1	195	9	1	4	903
1.949	1	1	195	10	1	4	903
1.95	1	1	196	1	1	4	903
1.951	1	1	196	2	1	4	903
1.952	1	1	196	3	1	4	903
1.953	1	1	196	4	1	4	903
1.954	1	1	196	5	1	4	903
1.955	1	1	196	6	1	4	903
1.956	1	1	196	7	1	4	903
1.957	1	1	196	8	1	4	903
1.958	1	1	196	9	1	4	903
1.959	1	1	196	10	1	4	903
1.96	1	1	197	1	1	4	903
1.961	1	1	197	2	1	2	573
1.962	1	1	197	3	1	2	573
1.963	1	1	197	4	1	2	573
1.964	1	1	197	5	1	2	573
1.965	1	1	197	6	1	2	573
1.966	1	1	197	7	1	2	573
1.967	1	1	197	8	1	2	573
1.968	1	1	197	9	1	2	573
1.969	1	1	197	10	1	2	573
1.97	1	1	198	1	1	2	573
1.971	1	1	198	2	1	2	573
1.972	1	1	198	3	1	2	573
1.973	1	1	198	4	1	2	573
1.974	1	1	198	5	1	2	573
1.975	1	1	198	6	1	2	573
1.976	1	1	198	7	1	2	573
1.977	1	1	198	8	1	0	349
1.978	1	1	198	9	1	0	349
1.979	1	1	198	10	1	0	349
1.98	1	1	199	1	1	0	349
2.481	1	1	249	2	1	2	573
2.482	1	1	249	3	1	2	573
2.483	1	1	249	4	1	2	573
2.484	1	1	249	5	1	2	573
2.485	1	1	249	6	1	2	573
2.486	1	1	249	7	1	2	573
2.487	1	1	249	8	1	2	573
2.488	1	1	249	9	1	0	349
2.489	1	1	249	10	1	0	349
2.49	1	1	250	1	1	0	349
2.491	1	1	250	2	1	0	349
2.492	1	1	250	3	1	0	349
2.561	1	1	257	2	1	2	573
2.562	1	1	257	3	1	2	573
2.563	1	1	257	4	1	2	573
2.564	1	1	257	5	1	2	573
2.565	1	1	257	6	1	2	573
2.566	1	1	257	7	1	2	573
2.567	1	1	257	8	1	2	573
2.568	1	1	257	9	1	2	573
2.569	1	1	257	10	1	2	573
2.57	1	1	258	1	1	2	573
2.571	1	1	258	2	1	2	573
2.572	1	1	258	3	1	2	573
2.573	1	1	258	4	1	2	573
2.574	1	1	258	5	1	2	573
2.575	1	1	258	6	1	2	573
2.576	1	1	258	7	1	2	573
2.577	1	1	258	8	1	2	573
2.578	1	1	258	9	1	2	573
2.579	1	1	258	10	1	0	349
2.58	1	1	259	1	1	0	349
2.581	1	1	259	2	1	0	349
2.761	1	1	277	2	1	2	573
2.762	1	1	277	3	1	2	573
2.763	1	1	277	4	1	2	573
2.764	1	1	277	5	1	2	573
2.765	1	1	277	6	1	2	573
2.766	1	1	277	7	1	2	573
2.767	1	1	277	8	1	2	573
2.768	1	1	277	9	1	4	903
2.769	1	1	277	10	1	4	903
2.77	1	1	278	1	1	6	1287
2.771	1	1	278	2	1	6	1287
2.772	1	1	278	3	1	6	1287
2.773	1	1	278	4	1	6	1287
2.774	1	1	278	5	1	6	1287
2.775	1	1	278	6	1	6	1287
2.776	1	1	278	7	1	6	1287
2.777	1	1	278	8	1	6	1287
2.778	1	1	278	9	1	6	1287
2.779	1	1	278	10	1	6	1287
2.78	1	1	279	1	1	4	903
2.781	1	1	279	2	1	4	903
2.782	1	1	279	3	1	4	903
2.783	1	1	279	4	1	4	903
2.784	1	1	279	5	1	4	903
2.785	1	1	279	6	1	4	903
2.786	1	1	279	7	1	4	903
2.787	1	1	279	8	1	4	903
2.788	1	1	279	9	1	4	903
2.789	1	1	279	10	1	4	903
2.79	1	1	280	1	1	4	903
2.791	1	1	280	2	1	4	903
2.792	1	1	280	3	1	4	903
2.793	1	1	280	4	1	2	573
2.794	1	1	280	5	1	2	573
2.795	1	1	280	6	1	2	573
2.796	1	1	280	7	1	2	573
2.797	1	1	280	8	1	2	573
2.798	1	1	280	9	1	0	349
2.799	1	1	280	10	1	0	349
2.8	1	1	281	1	1	0	349
3.281	1	1	329	2	1	0	349
3.282	1	1	329	3	1	0	349
3.283	1	1	329	4	1	0	349
3.284	1	1	329	5	1	0	349
3.285	1	1	329	6	1	0	349
3.286	1	1	329	7	1	0	349
3.287	1	1	329	8	1	0	349
3.361	1	1	337	2	1	0	349
3.362	1	1	337	3	1	0	349
3.363	1	1	337	4	1	0	349
3.364	1	1	337	5	1	0	349
3.365	1	1	337	6	1	0	349
3.366	1	1	337	7	1	0	349
3.367	1	1	337	8	1	0	349
3.368	1	1	337	9	1	2	573
3.369	1	1	337	10	1	4	903
3.37	1	1	338	1	1	4	903
3.371	1	1	338	2	1	4	903
3.372	1	1	338	3	1	4	903
3.373	1	1	338	4	1	4	903
3.374	1	1	338	5	1	4	903
3.375	1	1	338	6	1	4	903
3.376	1	1	338	7	1	4	903
3.377	1	1	338	8	1	4	903
3.378	1	1	338	9	1	6	1287
3.379	1	1	338	10	1	6	1287
3.38	1	1	339	1	1	6	1287
3.381	1	1	339	2	1	6	1287
3.382	1	1	339	3	1	6	1287
3.383	1	1	339	4	1	6	1287
3.384	1	1	339	5	1	6	1287
3.385	1	1	339	6	1	6	1287
3.386	1	1	339	7	1	6	1287
3.387	1	1	339	8	1	6	1287
3.388	1	1	339	9	1	6	1287
3.389	1	1	339	10	1	6	1287
3.39	1	1	340	1	1	6	1287
3.391	1	1	340	2	1	8	1764
3.392	1	1	340	3	1	8	1764
3.393	1	1	340	4	1	8	1764
3.394	1	1	340	5	1	8	1764
3.395	1	1	340	6	1	8	1764
3.396	1	1	340	7	1	8	1764
3.397	1	1	340	8	1	8	1764
3.398	1	1	340	9	1	8	1764
3.399	1	1	340	10	1	8	1764
3.4	1	1	341	1	1	8	1764
3.401	1	1	341	2	1	8	1764
3.402	1	1	341	3	1	8	1764
3.403	1	1	341	4	1	8	1764
3.404	1	1	341	5	1	8	1764
3.405	1	1	341	6	1	8	1764
3.406	1	1	341	7	1	8	1764
3.407	1	1	341	8	1	8	1764
3.408	1	1	341	9	1	8	1764
3.409	1	1	341	10	1	8	1764
3.41	1	1	342	1	1	8	1764
3.411	1	1	342	2	1	8	1764
3.412	1	1	342	3	1	8	1764
3.413	1	1	342	4	1	6	1287
3.414	1	1	342	5	1	6	1287
3.415	1	1	342	6	1	6	1287
3.416	1	1	342	7	1	6	1287
3.417	1	1	342	8	1	6	1287
3.418	1	1	342	9	1	6	1287
3.419	1	1	342	10	1	6	1287
3.42	1	1	343	1	1	6	1287
3.421	1	1	343	2	1	6	1287
3.422	1	1	343	3	1	6	1287
3.423	1	1	343	4	1	4	903
3.424	1	1	343	5	1	4	903
3.425	1	1	343	6	1	4	903
3.426	1	1	343	7	1	4	903
3.427	1	1	343	8	1	4	903
3.428	1	1	343	9	1	2	573
3.429	1	1	343	10	1	2	573
3.43	1	1	344	1	1	2	573
3.431	1	1	344	2	1	2	573
3.432	1	1	344	3	1	0	349
3.433	1	1	344	4	1	0	349
3.521	1	1	353	2	1	0	349
3.522	1	1	353	3	1	0	349
3.523	1	1	353	4	1	0	349
3.524	1	1	353	5	1	0	349
3.525	1	1	353	6	1	0	349
3.526	1	1	353	7	1	0	349
3.527	1	1	353	8	1	0	349
3.528	1	1	353	9	1	4	903
3.529	1	1	353	10	1	2	573
