% time	cellId	IMSI	RNTI	txMode	layer	mcs	size	rv	ndi	correct
1455	1	1	1	0	0	0	349	0	1	1
1456	1	1	1	0	0	0	349	0	1	1
1457	1	1	1	0	0	0	349	0	1	1
1458	1	1	1	0	0	0	349	0	1	1
1459	1	1	1	0	0	0	349	0	1	1
1460	1	1	1	0	0	0	349	0	1	1
1461	1	1	1	0	0	0	349	0	1	1
1462	1	1	1	0	0	0	349	0	1	1
1463	1	1	1	0	0	0	349	0	1	1
1464	1	1	1	0	0	0	349	0	1	1
1465	1	1	1	0	0	0	349	0	1	1
1407	1	1	1	0	0	4	903	0	1	1
1408	1	1	1	0	0	4	903	0	1	1
1409	1	1	1	0	0	4	903	0	1	1
1410	1	1	1	0	0	4	903	0	1	1
1411	1	1	1	0	0	4	903	0	1	1
1412	1	1	1	0	0	4	903	0	1	1
1413	1	1	1	0	0	4	903	0	1	1
1414	1	1	1	0	0	6	1287	0	1	1
1415	1	1	1	0	0	6	1287	0	1	1
1416	1	1	1	0	0	6	1287	0	1	1
1417	1	1	1	0	0	6	1287	0	1	1
1418	1	1	1	0	0	6	1287	0	1	1
1419	1	1	1	0	0	6	1287	0	1	1
1420	1	1	1	0	0	6	1287	0	1	1
1421	1	1	1	0	0	6	1287	0	1	1
1422	1	1	1	0	0	6	1287	0	1	1
1423	1	1	1	0	0	6	1287	0	1	1
1424	1	1	1	0	0	4	903	0	1	1
1425	1	1	1	0	0	4	903	0	1	1
1426	1	1	1	0	0	4	903	0	1	1
1427	1	1	1	0	0	4	903	0	1	1
1428	1	1	1	0	0	4	903	0	1	1
1429	1	1	1	0	0	4	903	0	1	1
1430	1	1	1	0	0	4	903	0	1	1
1431	1	1	1	0	0	4	903	0	1	1
1432	1	1	1	0	0	4	903	0	1	1
1433	1	1	1	0	0	4	903	0	1	1
1434	1	1	1	0	0	4	903	0	1	1
1435	1	1	1	0	0	4	903	0	1	1
1436	1	1	1	0	0	4	903	0	1	1
1437	1	1	1	0	0	4	903	0	1	1
1438	1	1	1	0	0	4	903	0	1	1
1439	1	1	1	0	0	4	903	0	1	1
1440	1	1	1	0	0	4	903	0	1	1
1441	1	1	1	0	0	4	903	0	1	1
1442	1	1	1	0	0	4	903	0	1	1
1443	1	1	1	0	0	2	573	0	1	1
1444	1	1	1	0	0	2	573	0	1	1
1445	1	1	1	0	0	2	573	0	1	1
1446	1	1	1	0	0	2	573	0	1	1
1447	1	1	1	0	0	2	573	0	1	1
1448	1	1	1	0	0	2	573	0	1	1
1449	1	1	1	0	0	2	573	0	1	1
1450	1	1	1	0	0	2	573	0	1	1
1451	1	1	1	0	0	2	573	0	1	1
1452	1	1	1	0	0	2	573	0	1	1
1453	1	1	1	0	0	2	573	0	1	1
1454	1	1	1	0	0	2	573	0	1	1
1455	1	1	1	0	0	0	349	0	1	1
1456	1	1	1	0	0	0	349	0	1	1
1457	1	1	1	0	0	0	349	0	1	1
1458	1	1	1	0	0	0	349	0	1	1
1459	1	1	1	0	0	0	349	0	1	1
1460	1	1	1	0	0	0	349	0	1	1
1461	1	1	1	0	0	0	349	0	1	1
1462	1	1	1	0	0	0	349	0	1	1
1463	1	1	1	0	0	0	349	0	1	1
1464	1	1	1	0	0	0	349	0	1	1
1465	1	1	1	0	0	0	349	0	1	1
1607	1	1	1	0	0	0	349	0	1	1
1608	1	1	1	0	0	0	349	0	1	1
1609	1	1	1	0	0	0	349	0	1	1
1610	1	1	1	0	0	0	349	0	1	1
1611	1	1	1	0	0	0	349	0	1	1
1612	1	1	1	0	0	0	349	0	1	1
1613	1	1	1	0	0	0	349	0	1	1
1614	1	1	1	0	0	2	573	0	1	1
1615	1	1	1	0	0	2	573	0	1	1
1616	1	1	1	0	0	2	573	0	1	1
1617	1	1	1	0	0	2	573	0	1	1
1618	1	1	1	0	0	4	903	0	1	1
1619	1	1	1	0	0	4	903	0	1	1
1620	1	1	1	0	0	4	903	0	1	1
1621	1	1	1	0	0	4	903	0	1	1
1622	1	1	1	0	0	4	903	0	1	1
1623	1	1	1	0	0	4	903	0	1	1
1624	1	1	1	0	0	4	903	0	1	1
1625	1	1	1	0	0	4	903	0	1	1
1626	1	1	1	0	0	4	903	0	1	1
1627	1	1	1	0	0	4	903	0	1	1
1628	1	1	1	0	0	4	903	0	1	1
1629	1	1	1	0	0	4	903	0	1	1
1630	1	1	1	0	0	4	903	0	1	1
1631	1	1	1	0	0	4	903	0	1	1
1632	1	1	1	0	0	4	903	0	1	1
1633	1	1	1	0	0	4	903	0	1	1
1634	1	1	1	0	0	4	903	0	1	1
1635	1	1	1	0	0	4	903	0	1	1
1636	1	1	1	0	0	4	903	0	1	1
1637	1	1	1	0	0	4	903	0	1	1
1638	1	1	1	0	0	4	903	0	1	1
1639	1	1	1	0	0	4	903	0	1	1
1640	1	1	1	0	0	4	903	0	1	1
1641	1	1	1	0	0	4	903	0	1	1
1642	1	1	1	0	0	4	903	0	1	1
1643	1	1	1	0	0	4	903	0	1	1
1644	1	1	1	0	0	2	573	0	1	1
1645	1	1	1	0	0	2	573	0	1	1
1646	1	1	1	0	0	2	573	0	1	1
1647	1	1	1	0	0	2	573	0	1	1
1648	1	1	1	0	0	2	573	0	1	1
1649	1	1	1	0	0	2	573	0	1	1
1650	1	1	1	0	0	2	573	0	1	1
1651	1	1	1	0	0	0	349	0	1	1
1652	1	1	1	0	0	0	349	0	1	1
1653	1	1	1	0	0	0	349	0	1	1
1607	1	1	1	0	0	0	349	0	1	1
1608	1	1	1	0	0	0	349	0	1	1
1609	1	1	1	0	0	0	349	0	1	1
1610	1	1	1	0	0	0	349	0	1	1
1611	1	1	1	0	0	0	349	0	1	1
1612	1	1	1	0	0	0	349	0	1	1
1613	1	1	1	0	0	0	349	0	1	1
1614	1	1	1	0	0	2	573	0	1	1
1615	1	1	1	0	0	2	573	0	1	1
1616	1	1	1	0	0	2	573	0	1	1
1617	1	1	1	0	0	2	573	0	1	1
1618	1	1	1	0	0	4	903	0	1	1
1619	1	1	1	0	0	4	903	0	1	1
1620	1	1	1	0	0	4	903	0	1	1
1621	1	1	1	0	0	4	903	0	1	1
1622	1	1	1	0	0	4	903	0	1	1
1623	1	1	1	0	0	4	903	0	1	1
1624	1	1	1	0	0	4	903	0	1	1
1625	1	1	1	0	0	4	903	0	1	1
1626	1	1	1	0	0	4	903	0	1	1
1627	1	1	1	0	0	4	903	0	1	1
1628	1	1	1	0	0	4	903	0	1	1
1629	1	1	1	0	0	4	903	0	1	1
1687	1	1	1	0	0	2	573	0	1	1
1630	1	1	1	0	0	4	903	0	1	1
1688	1	1	1	0	0	2	573	0	1	1
1631	1	1	1	0	0	4	903	0	1	1
1689	1	1	1	0	0	2	573	0	1	1
1690	1	1	1	0	0	2	573	0	1	1
1632	1	1	1	0	0	4	903	0	1	1
1691	1	1	1	0	0	2	573	0	1	1
1633	1	1	1	0	0	4	903	0	1	1
1692	1	1	1	0	0	2	573	0	1	1
1693	1	1	1	0	0	2	573	0	1	1
1634	1	1	1	0	0	4	903	0	1	1
1635	1	1	1	0	0	4	903	0	1	1
1694	1	1	1	0	0	0	349	0	1	1
1695	1	1	1	0	0	0	349	0	1	1
1636	1	1	1	0	0	4	903	0	1	1
1637	1	1	1	0	0	4	903	0	1	1
1638	1	1	1	0	0	4	903	0	1	1
1639	1	1	1	0	0	4	903	0	1	1
1640	1	1	1	0	0	4	903	0	1	1
1641	1	1	1	0	0	4	903	0	1	1
1642	1	1	1	0	0	4	903	0	1	1
1643	1	1	1	0	0	4	903	0	1	1
1644	1	1	1	0	0	2	573	0	1	1
1645	1	1	1	0	0	2	573	0	1	1
1646	1	1	1	0	0	2	573	0	1	1
1647	1	1	1	0	0	2	573	0	1	1
1648	1	1	1	0	0	2	573	0	1	1
1649	1	1	1	0	0	2	573	0	1	1
1650	1	1	1	0	0	2	573	0	1	1
1651	1	1	1	0	0	0	349	0	1	1
1652	1	1	1	0	0	0	349	0	1	1
1653	1	1	1	0	0	0	349	0	1	1
1687	1	1	1	0	0	2	573	0	1	1
1688	1	1	1	0	0	2	573	0	1	1
1689	1	1	1	0	0	2	573	0	1	1
1690	1	1	1	0	0	2	573	0	1	1
1691	1	1	1	0	0	2	573	0	1	1
1692	1	1	1	0	0	2	573	0	1	1
1693	1	1	1	0	0	2	573	0	1	1
1694	1	1	1	0	0	0	349	0	1	1
1695	1	1	1	0	0	0	349	0	1	1
1807	1	1	1	0	0	2	573	0	1	1
1808	1	1	1	0	0	2	573	0	1	1
1809	1	1	1	0	0	2	573	0	1	1
1810	1	1	1	0	0	2	573	0	1	1
1811	1	1	1	0	0	2	573	0	1	1
1812	1	1	1	0	0	2	573	0	1	1
1813	1	1	1	0	0	2	573	0	1	1
1814	1	1	1	0	0	2	573	0	1	1
1815	1	1	1	0	0	2	573	0	1	1
1816	1	1	1	0	0	2	573	0	1	1
1817	1	1	1	0	0	2	573	0	1	1
1818	1	1	1	0	0	2	573	0	1	1
1819	1	1	1	0	0	2	573	0	1	1
1820	1	1	1	0	0	2	573	0	1	1
1821	1	1	1	0	0	2	573	0	1	1
1822	1	1	1	0	0	2	573	0	1	1
1823	1	1	1	0	0	2	573	0	1	1
1824	1	1	1	0	0	2	573	0	1	1
1825	1	1	1	0	0	2	573	0	1	1
1826	1	1	1	0	0	0	349	0	1	1
1827	1	1	1	0	0	0	349	0	1	1
1828	1	1	1	0	0	0	349	0	1	1
1829	1	1	1	0	0	0	349	0	1	1
1830	1	1	1	0	0	0	349	0	1	1
1831	1	1	1	0	0	0	349	0	1	1
1832	1	1	1	0	0	0	349	0	1	1
1833	1	1	1	0	0	0	349	0	1	1
1834	1	1	1	0	0	0	349	0	1	1
1835	1	1	1	0	0	0	349	0	1	1
1836	1	1	1	0	0	0	349	0	1	1
1837	1	1	1	0	0	0	349	0	1	1
1838	1	1	1	0	0	0	349	0	1	1
1807	1	1	1	0	0	2	573	0	1	1
1808	1	1	1	0	0	2	573	0	1	1
1809	1	1	1	0	0	2	573	0	1	1
1810	1	1	1	0	0	2	573	0	1	1
1811	1	1	1	0	0	2	573	0	1	1
1812	1	1	1	0	0	2	573	0	1	1
1813	1	1	1	0	0	2	573	0	1	1
1814	1	1	1	0	0	2	573	0	1	1
1815	1	1	1	0	0	2	573	0	1	1
1816	1	1	1	0	0	2	573	0	1	1
1817	1	1	1	0	0	2	573	0	1	1
1818	1	1	1	0	0	2	573	0	1	1
1819	1	1	1	0	0	2	573	0	1	1
1820	1	1	1	0	0	2	573	0	1	1
1821	1	1	1	0	0	2	573	0	1	1
1822	1	1	1	0	0	2	573	0	1	1
1823	1	1	1	0	0	2	573	0	1	1
1824	1	1	1	0	0	2	573	0	1	1
1825	1	1	1	0	0	2	573	0	1	1
1826	1	1	1	0	0	0	349	0	1	1
1827	1	1	1	0	0	0	349	0	1	1
1828	1	1	1	0	0	0	349	0	1	1
1829	1	1	1	0	0	0	349	0	1	1
1830	1	1	1	0	0	0	349	0	1	1
1831	1	1	1	0	0	0	349	0	1	1
1832	1	1	1	0	0	0	349	0	1	1
1833	1	1	1	0	0	0	349	0	1	1
1834	1	1	1	0	0	0	349	0	1	1
1835	1	1	1	0	0	0	349	0	1	1
1836	1	1	1	0	0	0	349	0	1	1
1837	1	1	1	0	0	0	349	0	1	1
1838	1	1	1	0	0	0	349	0	1	1
1927	1	1	1	0	0	4	903	0	1	1
1928	1	1	1	0	0	4	903	0	1	1
1929	1	1	1	0	0	4	903	0	1	1
1930	1	1	1	0	0	4	903	0	1	1
1931	1	1	1	0	0	4	903	0	1	1
1932	1	1	1	0	0	4	903	0	1	1
1933	1	1	1	0	0	4	903	0	1	1
1934	1	1	1	0	0	2	573	0	1	1
1935	1	1	1	0	0	2	573	0	1	1
1936	1	1	1	0	0	2	573	0	1	1
1937	1	1	1	0	0	2	573	0	1	1
1938	1	1	1	0	0	2	573	0	1	1
1939	1	1	1	0	0	2	573	0	1	1
1940	1	1	1	0	0	2	573	0	1	1
1941	1	1	1	0	0	2	573	0	1	1
1942	1	1	1	0	0	2	573	0	1	1
1943	1	1	1	0	0	2	573	0	1	1
1944	1	1	1	0	0	2	573	0	1	1
1945	1	1	1	0	0	2	573	0	1	1
1946	1	1	1	0	0	2	573	0	1	1
1947	1	1	1	0	0	0	349	0	1	1
1948	1	1	1	0	0	0	349	0	1	1
1949	1	1	1	0	0	0	349	0	1	1
1950	1	1	1	0	0	0	349	0	1	1
1951	1	1	1	0	0	0	349	0	1	1
1952	1	1	1	0	0	0	349	0	1	1
1953	1	1	1	0	0	0	349	0	1	1
1927	1	1	1	0	0	4	903	0	1	1
1928	1	1	1	0	0	4	903	0	1	1
1929	1	1	1	0	0	4	903	0	1	1
1930	1	1	1	0	0	4	903	0	1	1
1931	1	1	1	0	0	4	903	0	1	1
1932	1	1	1	0	0	4	903	0	1	1
1933	1	1	1	0	0	4	903	0	1	1
1934	1	1	1	0	0	2	573	0	1	1
1935	1	1	1	0	0	2	573	0	1	1
1936	1	1	1	0	0	2	573	0	1	1
1937	1	1	1	0	0	2	573	0	1	1
1938	1	1	1	0	0	2	573	0	1	1
1939	1	1	1	0	0	2	573	0	1	1
1940	1	1	1	0	0	2	573	0	1	1
1941	1	1	1	0	0	2	573	0	1	1
1942	1	1	1	0	0	2	573	0	1	1
1943	1	1	1	0	0	2	573	0	1	1
1944	1	1	1	0	0	2	573	0	1	1
1945	1	1	1	0	0	2	573	0	1	1
1946	1	1	1	0	0	2	573	0	1	1
1947	1	1	1	0	0	0	349	0	1	1
1948	1	1	1	0	0	0	349	0	1	1
1949	1	1	1	0	0	0	349	0	1	1
1950	1	1	1	0	0	0	349	0	1	1
1951	1	1	1	0	0	0	349	0	1	1
1952	1	1	1	0	0	0	349	0	1	1
1953	1	1	1	0	0	0	349	0	1	1
2087	1	1	1	0	0	2	573	0	1	1
2088	1	1	1	0	0	2	573	0	1	1
2089	1	1	1	0	0	2	573	0	1	1
2090	1	1	1	0	0	2	573	0	1	1
2091	1	1	1	0	0	2	573	0	1	1
2092	1	1	1	0	0	2	573	0	1	1
2093	1	1	1	0	0	2	573	0	1	1
2094	1	1	1	0	0	0	349	0	1	1
2087	1	1	1	0	0	2	573	0	1	1
2088	1	1	1	0	0	2	573	0	1	1
2089	1	1	1	0	0	2	573	0	1	1
2090	1	1	1	0	0	2	573	0	1	1
2091	1	1	1	0	0	2	573	0	1	1
2092	1	1	1	0	0	2	573	0	1	1
2093	1	1	1	0	0	2	573	0	1	1
2094	1	1	1	0	0	0	349	0	1	1
2327	1	1	1	0	0	4	903	0	1	1
2328	1	1	1	0	0	4	903	0	1	1
2329	1	1	1	0	0	4	903	0	1	1
2330	1	1	1	0	0	4	903	0	1	1
