% time	cellId	IMSI	RNTI	layer	mcs	size	rv	ndi
1693	1	1	1	0	2	573	0	1
1694	1	1	1	0	2	573	0	1
1695	1	1	1	0	2	573	0	1
1696	1	1	1	0	2	573	0	1
1697	1	1	1	0	2	573	0	1
1698	1	1	1	0	2	573	0	1
1699	1	1	1	0	2	573	0	1
1700	1	1	1	0	2	573	0	1
1701	1	1	1	0	2	573	0	1
1702	1	1	1	0	2	573	0	1
1703	1	1	1	0	2	573	0	1
1704	1	1	1	0	2	573	0	1
1705	1	1	1	0	2	573	0	1
1706	1	1	1	0	2	573	0	1
1707	1	1	1	0	4	903	0	1
1708	1	1	1	0	4	903	0	1
1709	1	1	1	0	4	903	0	1
1710	1	1	1	0	4	903	0	1
1711	1	1	1	0	4	903	0	1
1712	1	1	1	0	4	903	0	1
1713	1	1	1	0	4	903	0	1
1714	1	1	1	0	4	903	0	1
1715	1	1	1	0	4	903	0	1
1716	1	1	1	0	4	903	0	1
1717	1	1	1	0	4	903	0	1
1718	1	1	1	0	4	903	0	1
1719	1	1	1	0	4	903	0	1
1720	1	1	1	0	4	903	0	1
1721	1	1	1	0	4	903	0	1
1722	1	1	1	0	4	903	0	1
1723	1	1	1	0	4	903	0	1
1724	1	1	1	0	4	903	0	1
1725	1	1	1	0	4	903	0	1
1726	1	1	1	0	2	573	0	1
1727	1	1	1	0	2	573	0	1
1728	1	1	1	0	2	573	0	1
1729	1	1	1	0	2	573	0	1
1730	1	1	1	0	0	349	0	1
1731	1	1	1	0	0	349	0	1
1807	1	1	1	0	6	1287	0	1
1808	1	1	1	0	6	1287	0	1
1809	1	1	1	0	6	1287	0	1
1810	1	1	1	0	6	1287	0	1
1811	1	1	1	0	6	1287	0	1
1812	1	1	1	0	6	1287	0	1
1813	1	1	1	0	6	1287	0	1
1814	1	1	1	0	6	1287	0	1
1815	1	1	1	0	4	903	0	1
1816	1	1	1	0	4	903	0	1
1817	1	1	1	0	4	903	0	1
1818	1	1	1	0	4	903	0	1
1819	1	1	1	0	4	903	0	1
1820	1	1	1	0	4	903	0	1
1821	1	1	1	0	4	903	0	1
1822	1	1	1	0	2	573	0	1
1823	1	1	1	0	2	573	0	1
1824	1	1	1	0	2	573	0	1
1825	1	1	1	0	2	573	0	1
1826	1	1	1	0	2	573	0	1
1827	1	1	1	0	0	349	0	1
1828	1	1	1	0	0	349	0	1
1829	1	1	1	0	0	349	0	1
1830	1	1	1	0	0	349	0	1
1927	1	1	1	0	2	573	0	1
1928	1	1	1	0	2	573	0	1
1929	1	1	1	0	2	573	0	1
1930	1	1	1	0	2	573	0	1
1931	1	1	1	0	2	573	0	1
1932	1	1	1	0	2	573	0	1
