% time	cellId	IMSI	RNTI	txMode	layer	mcs	size	rv	ndi
614	1	1	1	0	6	1287	0	1
633	1	1	1	0	8	1764	0	1
734	1	1	1	0	8	1764	0	1
756	1	1	1	0	14	3182	0	1
895	1	1	1	0	24	6882	0	1
897	1	1	1	0	24	6882	0	1
977	1	1	1	0	14	3182	0	1
980	1	1	1	0	14	3182	0	1
984	1	1	1	0	22	5861	0	1
1177	1	1	1	0	14	3182	0	1
1180	1	1	1	0	14	3182	0	1
1184	1	1	1	0	16	3822	0	1
1187	1	1	1	0	24	6882	0	1
1214	1	1	1	0	8	1764	0	1
1218	1	1	1	0	14	3182	0	1
1254	1	1	1	0	28	9422	0	1
1256	1	1	1	0	28	9422	0	1
1258	1	1	1	0	26	7708	0	1
1260	1	1	1	0	24	6882	0	1
1263	1	1	1	0	22	5861	0	1
1375	1	1	1	0	8	1764	0	1
1377	1	1	1	0	8	1764	0	1
1379	1	1	1	0	8	1764	0	1
1381	1	1	1	0	8	1764	0	1
1383	1	1	1	0	8	1764	0	1
1385	1	1	1	0	8	1764	0	1
1386	1	1	1	0	8	1764	0	1
1387	1	1	1	0	8	1764	0	1
1388	1	1	1	0	8	1764	0	1
1390	1	1	1	0	8	1764	0	1
1392	1	1	1	0	8	1764	0	1
1396	1	1	1	0	8	1764	0	1
1398	1	1	1	0	8	1764	0	1
1400	1	1	1	0	8	1764	0	1
1402	1	1	1	0	8	1764	0	1
1404	1	1	1	0	8	1764	0	1
1406	1	1	1	0	8	1764	0	1
1410	1	1	1	0	8	1764	0	1
1574	1	1	1	0	4	903	0	1
1575	1	1	1	0	8	1764	0	1
1576	1	1	1	0	8	1764	0	1
1577	1	1	1	0	8	1764	0	1
1578	1	1	1	0	8	1764	0	1
1579	1	1	1	0	8	1764	0	1
1580	1	1	1	0	8	1764	0	1
1581	1	1	1	0	8	1764	0	1
1582	1	1	1	0	8	1764	0	1
1583	1	1	1	0	8	1764	0	1
1584	1	1	1	0	8	1764	0	1
1585	1	1	1	0	8	1764	0	1
1586	1	1	1	0	8	1764	0	1
1587	1	1	1	0	8	1764	0	1
1588	1	1	1	0	8	1764	0	1
1593	1	1	1	0	8	1764	0	1
1594	1	1	1	0	8	1764	0	1
1595	1	1	1	0	6	1287	0	1
1596	1	1	1	0	6	1287	0	1
1597	1	1	1	0	4	903	0	1
1598	1	1	1	0	4	903	0	1
1599	1	1	1	0	2	573	0	1
1600	1	1	1	0	2	573	0	1
1601	1	1	1	0	2	573	0	1
1602	1	1	1	0	2	573	0	1
1603	1	1	1	0	4	903	0	1
1604	1	1	1	0	4	903	0	1
1605	1	1	1	0	4	903	0	1
1606	1	1	1	0	4	903	0	1
1607	1	1	1	0	6	1287	0	1
