% time	cellId	IMSI	RNTI	txMode	layer	mcs	size	rv	ndi
523	1	1	1	0	28	2196	0	1
578	1	1	1	0	28	2196	0	1
633	1	1	1	0	28	2196	0	1
688	1	1	1	0	28	2196	0	1
743	1	1	1	0	28	2196	0	1
798	1	1	1	0	28	2196	0	1
799	1	1	1	0	28	2196	0	1
853	1	1	1	0	28	2196	0	1
854	1	1	1	0	28	2196	0	1
855	1	1	1	0	28	2196	0	1
908	1	1	1	0	28	2196	0	1
909	1	1	1	0	28	2196	0	1
910	1	1	1	0	28	2196	0	1
911	1	1	1	0	28	2196	0	1
963	1	1	1	0	28	2196	0	1
964	1	1	1	0	28	2196	0	1
965	1	1	1	0	28	2196	0	1
966	1	1	1	0	28	2196	0	1
967	1	1	1	0	28	2196	0	1
1018	1	1	1	0	28	2196	0	1
1019	1	1	1	0	28	2196	0	1
1020	1	1	1	0	28	2196	0	1
1021	1	1	1	0	28	2196	0	1
1022	1	1	1	0	28	2196	0	1
1023	1	1	1	0	28	2196	0	1
1024	1	1	1	0	28	2196	0	1
1025	1	1	1	0	28	2196	0	1
1073	1	1	1	0	28	2196	0	1
1074	1	1	1	0	28	2196	0	1
1075	1	1	1	0	28	2196	0	1
1076	1	1	1	0	28	2196	0	1
1077	1	1	1	0	28	2196	0	1
1078	1	1	1	0	28	2196	0	1
1079	1	1	1	0	28	2196	0	1
1080	1	1	1	0	28	2196	0	1
1081	1	1	1	0	28	2196	0	1
1082	1	1	1	0	28	2196	0	1
1083	1	1	1	0	28	2196	0	1
1084	1	1	1	0	28	2196	0	1
1128	1	1	1	0	28	2196	0	1
1129	1	1	1	0	28	2196	0	1
1130	1	1	1	0	28	2196	0	1
1131	1	1	1	0	28	2196	0	1
1132	1	1	1	0	28	2196	0	1
1133	1	1	1	0	28	2196	0	1
1134	1	1	1	0	28	2196	0	1
1135	1	1	1	0	28	2196	0	1
1136	1	1	1	0	28	2196	0	1
1137	1	1	1	0	28	2196	0	1
1138	1	1	1	0	28	2196	0	1
1139	1	1	1	0	28	2196	0	1
1140	1	1	1	0	28	2196	0	1
1141	1	1	1	0	28	2196	0	1
1142	1	1	1	0	28	2196	0	1
1143	1	1	1	0	28	2196	0	1
1144	1	1	1	0	28	2196	0	1
1183	1	1	1	0	28	2196	0	1
1184	1	1	1	0	28	2196	0	1
1185	1	1	1	0	28	2196	0	1
1186	1	1	1	0	28	2196	0	1
1187	1	1	1	0	28	2196	0	1
1188	1	1	1	0	28	2196	0	1
1189	1	1	1	0	28	2196	0	1
1190	1	1	1	0	28	2196	0	1
1191	1	1	1	0	28	2196	0	1
1192	1	1	1	0	28	2196	0	1
1193	1	1	1	0	28	2196	0	1
1194	1	1	1	0	28	2196	0	1
1195	1	1	1	0	28	2196	0	1
1196	1	1	1	0	28	2196	0	1
1197	1	1	1	0	28	2196	0	1
1198	1	1	1	0	28	2196	0	1
1199	1	1	1	0	28	2196	0	1
1200	1	1	1	0	28	2196	0	1
1201	1	1	1	0	28	2196	0	1
1202	1	1	1	0	28	2196	0	1
1203	1	1	1	0	28	2196	0	1
1204	1	1	1	0	28	2196	0	1
1205	1	1	1	0	28	2196	0	1
1206	1	1	1	0	28	2196	0	1
1207	1	1	1	0	28	2196	0	1
1238	1	1	1	0	28	2196	0	1
1239	1	1	1	0	28	2196	0	1
1240	1	1	1	0	28	2196	0	1
1241	1	1	1	0	28	2196	0	1
1242	1	1	1	0	28	2196	0	1
1243	1	1	1	0	28	2196	0	1
1244	1	1	1	0	28	2196	0	1
1245	1	1	1	0	28	2196	0	1
1246	1	1	1	0	28	2196	0	1
1247	1	1	1	0	28	2196	0	1
1248	1	1	1	0	28	2196	0	1
1249	1	1	1	0	28	2196	0	1
1250	1	1	1	0	28	2196	0	1
1251	1	1	1	0	28	2196	0	1
1252	1	1	1	0	28	2196	0	1
1253	1	1	1	0	28	2196	0	1
1254	1	1	1	0	28	2196	0	1
1255	1	1	1	0	28	2196	0	1
1256	1	1	1	0	28	2196	0	1
1257	1	1	1	0	28	2196	0	1
1258	1	1	1	0	28	2196	0	1
1259	1	1	1	0	28	2196	0	1
1260	1	1	1	0	28	2196	0	1
1261	1	1	1	0	28	2196	0	1
1262	1	1	1	0	28	2196	0	1
1263	1	1	1	0	28	2196	0	1
1264	1	1	1	0	28	2196	0	1
1265	1	1	1	0	28	2196	0	1
1266	1	1	1	0	28	2196	0	1
1267	1	1	1	0	28	2196	0	1
1268	1	1	1	0	28	2196	0	1
1269	1	1	1	0	28	2196	0	1
1270	1	1	1	0	28	2196	0	1
1293	1	1	1	0	28	2196	0	1
1294	1	1	1	0	28	2196	0	1
1295	1	1	1	0	28	2196	0	1
1296	1	1	1	0	28	2196	0	1
1297	1	1	1	0	28	2196	0	1
1298	1	1	1	0	28	2196	0	1
1299	1	1	1	0	8	421	0	1
1300	1	1	1	0	8	421	0	1
1301	1	1	1	0	28	2196	0	1
1302	1	1	1	0	28	2196	0	1
1303	1	1	1	0	28	2196	0	1
1304	1	1	1	0	28	2196	0	1
1305	1	1	1	0	28	2196	0	1
1306	1	1	1	0	28	2196	0	1
1307	1	1	1	0	28	2196	0	1
1308	1	1	1	0	28	2196	0	1
1309	1	1	1	0	28	2196	0	1
1310	1	1	1	0	28	2196	0	1
1311	1	1	1	0	28	2196	0	1
1312	1	1	1	0	28	2196	0	1
1313	1	1	1	0	24	1620	0	1
1314	1	1	1	0	24	1620	0	1
1315	1	1	1	0	28	2196	0	1
1316	1	1	1	0	28	2196	0	1
1317	1	1	1	0	28	2196	0	1
1318	1	1	1	0	28	2196	0	1
1319	1	1	1	0	28	2196	0	1
1320	1	1	1	0	28	2196	0	1
1321	1	1	1	0	28	2196	0	1
1322	1	1	1	0	28	2196	0	1
1323	1	1	1	0	28	2196	0	1
1324	1	1	1	0	28	2196	0	1
1325	1	1	1	0	28	2196	0	1
1326	1	1	1	0	28	2196	0	1
1327	1	1	1	0	28	2196	0	1
1348	1	1	1	0	28	2196	0	1
1349	1	1	1	0	28	2196	0	1
1350	1	1	1	0	28	2196	0	1
1351	1	1	1	0	28	2196	0	1
1352	1	1	1	0	28	2196	0	1
1353	1	1	1	0	28	2196	0	1
1354	1	1	1	0	28	2196	0	1
1355	1	1	1	0	28	2196	0	1
1356	1	1	1	0	28	2196	0	1
1357	1	1	1	0	28	2196	0	1
1358	1	1	1	0	28	2196	0	1
1359	1	1	1	0	28	2196	0	1
1360	1	1	1	0	28	2196	0	1
1361	1	1	1	0	28	2196	0	1
1362	1	1	1	0	28	2196	0	1
1363	1	1	1	0	28	2196	0	1
1364	1	1	1	0	28	2196	0	1
1365	1	1	1	0	28	2196	0	1
1366	1	1	1	0	28	2196	0	1
1367	1	1	1	0	28	2196	0	1
1368	1	1	1	0	28	2196	0	1
1369	1	1	1	0	28	2196	0	1
1370	1	1	1	0	28	2196	0	1
1371	1	1	1	0	28	2196	0	1
1372	1	1	1	0	28	2196	0	1
1373	1	1	1	0	28	2196	0	1
1374	1	1	1	0	28	2196	0	1
1375	1	1	1	0	28	2196	0	1
1376	1	1	1	0	28	2196	0	1
1377	1	1	1	0	28	2196	0	1
1378	1	1	1	0	28	2196	0	1
1379	1	1	1	0	28	2196	0	1
1380	1	1	1	0	28	2196	0	1
1403	1	1	1	0	28	2196	0	1
1404	1	1	1	0	28	2196	0	1
1405	1	1	1	0	28	2196	0	1
1406	1	1	1	0	28	2196	0	1
1407	1	1	1	0	28	2196	0	1
1408	1	1	1	0	28	2196	0	1
1409	1	1	1	0	28	2196	0	1
1410	1	1	1	0	28	2196	0	1
1411	1	1	1	0	28	2196	0	1
1412	1	1	1	0	28	2196	0	1
1413	1	1	1	0	28	2196	0	1
1414	1	1	1	0	28	2196	0	1
1415	1	1	1	0	28	2196	0	1
1416	1	1	1	0	28	2196	0	1
1417	1	1	1	0	28	2196	0	1
1418	1	1	1	0	28	2196	0	1
1419	1	1	1	0	28	2196	0	1
1420	1	1	1	0	28	2196	0	1
1421	1	1	1	0	28	2196	0	1
1422	1	1	1	0	28	2196	0	1
1423	1	1	1	0	28	2196	0	1
1424	1	1	1	0	28	2196	0	1
1425	1	1	1	0	28	2196	0	1
1426	1	1	1	0	28	2196	0	1
1427	1	1	1	0	28	2196	0	1
1428	1	1	1	0	28	2196	0	1
1429	1	1	1	0	28	2196	0	1
1430	1	1	1	0	28	2196	0	1
1431	1	1	1	0	28	2196	0	1
1432	1	1	1	0	28	2196	0	1
1433	1	1	1	0	28	2196	0	1
1434	1	1	1	0	28	2196	0	1
1435	1	1	1	0	28	2196	0	1
1458	1	1	1	0	28	2196	0	1
1459	1	1	1	0	28	2196	0	1
1460	1	1	1	0	28	2196	0	1
