% time	cellId	IMSI	RNTI	txMode	layer	mcs	size	rv	ndi
523	1	1	1	0	28	9422	0	1
578	1	1	1	0	28	9422	0	1
633	1	1	1	0	28	9422	0	1
688	1	1	1	0	28	9422	0	1
743	1	1	1	0	28	9422	0	1
850	1	1	1	0	28	9422	0	1
905	1	1	1	0	28	9422	0	1
960	1	1	1	0	28	9422	0	1
1015	1	1	1	0	28	9422	0	1
1016	1	1	1	0	28	9422	0	1
1070	1	1	1	0	28	9422	0	1
1071	1	1	1	0	28	9422	0	1
1125	1	1	1	0	28	9422	0	1
1126	1	1	1	0	28	9422	0	1
1127	1	1	1	0	28	9422	0	1
1180	1	1	1	0	28	9422	0	1
1181	1	1	1	0	28	9422	0	1
1182	1	1	1	0	28	9422	0	1
1183	1	1	1	0	28	9422	0	1
1184	1	1	1	0	28	9422	0	1
1235	1	1	1	0	28	9422	0	1
1236	1	1	1	0	28	9422	0	1
1237	1	1	1	0	24	6882	0	1
1238	1	1	1	0	24	6882	0	1
1239	1	1	1	0	28	9422	0	1
1240	1	1	1	0	28	9422	0	1
1241	1	1	1	0	28	9422	0	1
1290	1	1	1	0	28	9422	0	1
1291	1	1	1	0	28	9422	0	1
1292	1	1	1	0	28	9422	0	1
1293	1	1	1	0	28	9422	0	1
1294	1	1	1	0	28	9422	0	1
1295	1	1	1	0	28	9422	0	1
1296	1	1	1	0	28	9422	0	1
1297	1	1	1	0	28	9422	0	1
1345	1	1	1	0	28	9422	0	1
1346	1	1	1	0	28	9422	0	1
1347	1	1	1	0	28	9422	0	1
1348	1	1	1	0	28	9422	0	1
1349	1	1	1	0	28	9422	0	1
1350	1	1	1	0	28	9422	0	1
1351	1	1	1	0	28	9422	0	1
1401	1	1	1	0	28	9422	0	1
1456	1	1	1	0	14	3182	0	1
1511	1	1	1	0	28	9422	0	1
1570	1	1	1	0	28	9422	0	1
1625	1	1	1	0	28	9422	0	1
1680	1	1	1	0	24	6882	0	1
1735	1	1	1	0	26	7708	0	1
